"date","issue_id","issue_group","issue_family","category","priority","top_title","top_url","selected","issue_hash","event_key","max_todayness","article_forms","source_version"
"2026.6.5","I001","국가 AI 인프라/AIDC/GPU 정책","AI 인프라 및 정책","경쟁사_해외이슈","4","","","True","국가 ai 인프라 aidc gpu 정책","","","",""
"2026.6.5","I002","카카오게임즈 최대주주 변경 및 공동대표 체제","경영권/인선","자사_및_계열사_이슈","5","","","True","카카오게임즈 최대주주 변경 및 공동대표 체제","","","",""
"2026.6.5","I004","가상자산 이전거래/AML 규제 조정","가상자산 규제 완화","정부_국회","5","","","True","가상자산 이전거래 aml 규제 조정","","","",""
"2026.6.5","I006","금융권 AI 도입 가이드라인/모범사례","AI 도입 논의","정부_국회","5","","","True","금융권 ai 도입 가이드라인 모범사례","","","",""
"2026.6.5","I008","네이버페이 앱 장애/복구","서비스_장애","경쟁사_해외이슈","4","","","True","네이버페이 앱 장애 복구","","","",""
"2026.6.5","I015","네이버_AI_검색_기능_확대","AI_검색_및_창작자_지원","경쟁사_해외이슈","4","","","True","네이버 ai 검색 기능 확대","","","",""
"2026.6.5","I016","플랫폼 불법촬영 이미지 차단 의무 확대","유통방지_조치","정부_국회","4","","","True","플랫폼 불법촬영 이미지 차단 의무 확대","","","",""
"2026.6.5","I017","쿠팡페이 제재 절차 돌입","전자금융 규제 및 제재","자사_및_계열사_이슈","2","","","True","쿠팡페이 제재 절차 돌입","","","",""
"2026.6.5","I029","애플_앱스토어_AI_탑재_앱_현황","AI_앱_및_결제","경쟁사_해외이슈","4","","","True","애플 앱스토어 ai 탑재 앱 현황","","","",""
"2026.6.5","I030","카톡 선물하기 내 스타벅스 교환권/소비 변화","카카오톡 선물하기","자사_및_계열사_이슈","3","","","True","카톡 선물하기 내 스타벅스 교환권 소비 변화","","","",""
"2026.6.5","I031","AI 에이전트와 IT 인프라","AI_에이전트_전략","산업동향","2","","","True","ai 에이전트와 it 인프라","","","",""
"2026.6.5","I044","AI 가상모델 표시 의무화","AI 윤리 및 규제","정부_국회","2","","","True","ai 가상모델 표시 의무화","","","",""
"2026.6.5","I060","카카오-구글 딥마인드 AI 콘텐츠 워터마크 도입","AI_기술_협력","자사_및_계열사_이슈","2","","","True","카카오 구글 딥마인드 ai 콘텐츠 워터마크 도입","","","",""
"2026.6.8","I001","국가 AI 인프라/AIDC/GPU 정책","AI 인프라","경쟁사_해외이슈","4","","","True","국가 ai 인프라 aidc gpu 정책","","","",""
"2026.6.8","I003","네이버 AI 투자 확대 및 수익성 시험대","네이버 AI 전략","경쟁사_해외이슈","5","","","True","네이버 ai 투자 확대 및 수익성 시험대","","","",""
"2026.6.8","I014","CU편의점·티빙 등 해킹","개인정보보호","경쟁사_해외이슈","2","","","True","cu편의점 티빙 등 해킹","","","",""
"2026.6.8","I020","챗GPT의 슈퍼앱 전략 및 오픈AI 한국 전략","AI 슈퍼앱","자사_및_계열사_이슈","2","","","True","챗gpt의 슈퍼앱 전략 및 오픈ai 한국 전략","","","",""
"2026.6.8","I031","국가정보보호백서, AI 기반 해킹 시대 도래","국가 정보보호","경쟁사_해외이슈","5","","","True","국가정보보호백서 ai 기반 해킹 시대 도래","","","",""
"2026.6.8","I040","카카오뱅크 퇴직연금 시장 진입","금융 서비스","자사_및_계열사_이슈","3","","","True","카카오뱅크 퇴직연금 시장 진입","","","",""
"2026.6.8","I044","방심위, 청소년 노출 성인 웹툰 광고 제재","방송통신위원회 제재","정부_국회","4","","","True","방심위 청소년 노출 성인 웹툰 광고 제재","","","",""
"2026.6.8","I046","미국 정부, AI 기업 지분 보유 검토 (오픈AI 논의)","AI_정부정책_해외","경쟁사_해외이슈","1","","","True","미국 정부 ai 기업 지분 보유 검토 오픈ai 논의","","","",""
"2026.6.8","I047","카카오 노조 임단협/파업 및 내부 갈등","노조 파업","자사_및_계열사_이슈","1","","","True","카카오 노조 임단협 파업 및 내부 갈등","","","",""
"2026.6.8","I081","AI 서버 전력 소비 규제","AI 에너지 소비","정부_국회","1","","","True","ai 서버 전력 소비 규제","","","",""
"2026.6.8","I085","디지털자산기본법 제정 지연","디지털자산기본법","정부_국회","1","","","True","디지털자산기본법 제정 지연","","","",""
"2026.6.8","I092","AI 기반 에너지 이슈 분석·정보 검증 협력","AI 에너지 이슈","산업동향","1","","","True","ai 기반 에너지 분석 정보 검증 협력","","","",""
"2026.6.8","I096","새만금 AI·수소도시 추진","AI 수소도시","산업동향","1","","","True","새만금 ai 수소도시 추진","","","",""
"2026.6.9","I002","국가 AI 인프라/AIDC/GPU 정책","government_ai_core_policy","경쟁사_해외이슈","5","","","True","국가 ai 인프라 aidc gpu 정책","","","",""
"2026.6.9","I003","global_incident:platform_regulation:naver:platform_content_moderation_obligation","comp_domestic_direct_risk","경쟁사_해외이슈","4","","","True","global incident platform regulation naver platform content moderation obligation","","","",""
"2026.6.9","I004","global_incident:platform_regulation:platform_sector:platform_regulation","government_regulatory_enforcement","정부_국회","5","","","True","global incident platform regulation platform sector platform regulation","","","",""
"2026.6.9","I005","티빙·CU 개인정보 유출, 쿠팡 제재 수위 주목","개인정보 유출","정부_국회","1","","","True","티빙 cu 개인정보 유출 쿠팡 제재 수위 주목","","","",""
"2026.6.9","I018","배민 1:1 맞춤 컨설팅 효과","플랫폼 사업자 성장 지원","경쟁사_해외이슈","3","","","True","배민 1 1 맞춤 컨설팅 효과","","","",""
"2026.6.9","I030","K-로봇, 피지컬 AI 시대 글로벌 격전지 부상","AI 기술","산업동향","2","","","True","k 로봇 피지컬 ai 시대 글로벌 격전지 부상","","","",""
"2026.6.9","I036","중국, 온라인 제품평가 규제 강화","플랫폼 규제_표시/광고","정부_국회","2","","","True","중국 온라인 제품평가 규제 강화","","","",""
"2026.6.9","I041","스테이블코인 감독권 갈등에 막힌 '디지털 자산 기본법'","디지털 자산/스테이블코인 규제","정부_국회","2","","","True","스테이블코인 감독권 갈등에 막힌 디지털 자산 기본법","","","",""
"2026.6.9","I043","카카오 노조 임단협/파업 및 내부 갈등","노사갈등","자사_및_계열사_이슈","3","","","True","카카오 노조 임단협 파업 및 내부 갈등","","","",""
"2026.6.9","I049","카카오 준신위, AI 기본법 대응 워크숍 개최","AI 법제화","자사_및_계열사_이슈","2","","","True","카카오 준신위 ai 기본법 대응 워크숍 개최","","","",""
"2026.6.9","I053","애큐온캐피탈 인수전 및 카카오뱅크 진출","인수합병","자사_및_계열사_이슈","2","","","True","애큐온캐피탈 인수전 및 카카오뱅크 진출","","","",""
"2026.6.9","I074","오픈AI IPO 추진","오픈AI","경쟁사_해외이슈","2","","","True","오픈ai ipo 추진","","","",""
"2026.6.9","I077","카카오 실적 대비 주가 부진","카카오톡_경영/실적","자사_및_계열사_이슈","1","","","True","카카오 실적 대비 주가 부진","","","",""
"2026-06-10","I001","카카오 노조 임단협/파업 및 내부 갈등","노조_파업","자사_및_계열사_이슈","5","","","True","카카오 노조 임단협 파업 및 내부 갈등","global_incident:labor_ir:kakao:strike_negotiation","59.0","analysis_with_direct_risk,direct_risk","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I004","government_ai_core_policy:과기정통부 ai 미래 유니콘 기업 에 리벨리온 등 15개사 선정","government_ai_core_policy","정부_국회","5","","","True","government ai core policy 과기정통부 ai 미래 유니콘 기업 에 리벨리온 등 15개사 선정","event:과기정통부:ai_infrastructure_security","24.0","business_change","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I005","government_ai_core_policy:과기정통부 방미통위 ai ott 협력 강화 데이터 공유 나선다","government_ai_core_policy","정부_국회","5","","","True","government ai core policy 과기정통부 방미통위 ai ott 협력 강화 데이터 공유 나선다","event:과기정통부+방미통위:ai_infrastructure_security","24.0","business_change","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I006","LG·현대차·네이버 AI 보안 스타트업 투자","AI 보안 스타트업 투자","경쟁사_해외이슈","4","","","True","lg 현대차 네이버 ai 보안 스타트업 투자","global_incident:ai_security_policy:naver:ai_security_policy","24.0","direct_risk","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I007","government_regulatory_enforcement:금감원 사회공헌 광고 집행 현장조사 착수 우리금융 첫 타자","government_regulatory_enforcement","정부_국회","5","","","True","government regulatory enforcement 금감원 사회공헌 광고 집행 현장조사 착수 우리금융 첫 타자","event:금감원:legal_regulatory_enforcement","29.0","official_action","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I008","global_incident:platform_regulation:fair_trade_authority:platform_algorithm_ad_obligation","government_regulatory_enforcement","정부_국회","5","","","True","global incident platform regulation fair trade authority platform algorithm ad obligation","global_incident:platform_regulation:fair_trade_authority:platform_algorithm_ad_obligation","14.0","official_action","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I009","네이버 클립 수익화 정책 강화","숏폼 경쟁","경쟁사_해외이슈","4","","","True","네이버 클립 수익화 정책 강화","global_incident:platform_regulation:naver:platform_content_moderation_obligation","24.0","general","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I011","대형마트 주말 의무휴업 규제 관련 발언","플랫폼 규제 및 경쟁","경쟁사_해외이슈","4","","","True","대형마트 주말 의무휴업 규제 발언","global_incident:platform_regulation:coupang:platform_operator_obligation","24.0","general","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I012","국가 AI 인프라/AIDC/GPU 정책","AI 데이터센터 구축","산업동향","4","","","True","국가 ai 인프라 aidc gpu 정책","global_incident:platform_regulation:kt:platform_data_protection_obligation","24.0","business_change","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I016","금융감독원, 토스 중복출금 오류 재발 방지책 제출 요구","토스 오류","정부_국회","2","","","True","금융감독원 토스 중복출금 오류 재발 방지책 제출 요구","event:금감원+토스:legal_regulatory_enforcement+privacy_security_reliability","24.0","official_action","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I017","쿠팡 개인정보 유출 관련 개인정보보호위원회 제재","개인정보 유출 및 제재","경쟁사_해외이슈","1","","","True","쿠팡 개인정보 유출 개인정보보호위원회 제재","v27:platform_enforcement:coupang:privacy_data_violation","42.0","official_action","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I022","피지컬 AI 핵심 기술 국산화 선도사업","AI 핵심 기술 국산화","정부_국회","2","","","True","피지컬 ai 핵심 기술 국산화 선도사업","event:과기정통부:ai_infrastructure_security","24.0","business_change","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I033","앤트로픽, 오픈AI 대비 매출·수익성 우위","AI 기업 경쟁 및 투자","경쟁사_해외이슈","2","","","True","앤트로픽 오픈ai 대비 매출 수익성 우위","global_incident:ai_security_policy:openai:anthropic_glasswing_security","24.0","analysis_with_direct_risk","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I037","쿠팡 기만 광고 제재","플랫폼 규제","정부_국회","1","","","True","쿠팡 기만 광고 제재","v27:platform_enforcement:coupang:deceptive_membership_price_ad","24.0","official_action","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-11","I001","global_incident:platform_enforcement:coupang:privacy_data_violation","comp_domestic_direct_risk","경쟁사_해외이슈","5","","","True","global incident platform enforcement coupang privacy data violation","v27:platform_enforcement:coupang:privacy_data_violation","42.0","official_action","google_rss_v29_stage_dedupe_quality_guardrails"
"2026-06-11","I002","카카오 노조 임단협/파업 및 내부 갈등","카카오 파업","자사_및_계열사_이슈","5","","","True","카카오 노조 임단협 파업 및 내부 갈등","global_incident:labor_ir:kakao:strike_negotiation","32.0","direct_risk","google_rss_v29_stage_dedupe_quality_guardrails"
"2026-06-11","I003","self_privacy_security:카카오게임즈 청각장애인 위한 뮤지컬 관람 지원","self_privacy_security","자사_및_계열사_이슈","5","","","True","self privacy security 카카오게임즈 청각장애인 위한 뮤지컬 관람 지원","event:카카오+카카오게임즈:privacy_security_reliability","24.0","direct_risk","google_rss_v29_stage_dedupe_quality_guardrails"
"2026-06-11","I006","government_ai_core_policy:와이즈넛 정부 ai 에이전트 사업 주관기관 선정 뷰티 리테일 공략","government_ai_core_policy","정부_국회","5","","","True","government ai core policy 와이즈넛 정부 ai 에이전트 사업 주관기관 선정 뷰티 리테일 공략","","24.0","business_change","google_rss_v29_stage_dedupe_quality_guardrails"
"2026-06-11","I010","government_ai_core_policy:과기정통부 방미통위 정책협의회 출범 ai 미디어 정책 칸막이 허문다","government_ai_core_policy","정부_국회","5","","","True","government ai core policy 과기정통부 방미통위 정책협의회 출범 ai 미디어 정책 칸막이 허문다","event:과기정통부+방미통위:ai_infrastructure_security+policy_legislation","14.0","business_change","google_rss_v29_stage_dedupe_quality_guardrails"
"2026-06-11","I029","삼성전자, AI 공식 도입 및 업무 혁신","AI 업무 활용","산업동향","2","","","True","삼성전자 ai 공식 도입 및 업무 혁신","event:구글+앤트로픽:ai_infrastructure_security","24.0","business_change","google_rss_v29_stage_dedupe_quality_guardrails"
"2026-06-11","I030","국가 AI 인프라/AIDC/GPU 정책","AI 인프라 투자","산업동향","2","","","True","국가 ai 인프라 aidc gpu 정책","global_incident:ai_security_policy:sector:anthropic_glasswing_security","14.0","business_change","google_rss_v29_stage_dedupe_quality_guardrails"
"2026-06-11","I031","행안부 공공부문 AI 도입·활용 가이드 배포","공공 AI 도입/활용","정부_국회","2","","","True","행안부 공공부문 ai 도입 활용 가이드 배포","event:행안부:ai_infrastructure_security+government_ai","14.0","business_change","google_rss_v29_stage_dedupe_quality_guardrails"
"2026-06-11","I036","쿠팡 기만 광고 제재","플랫폼 규제","정부_국회","1","","","True","쿠팡 기만 광고 제재","v27:platform_enforcement:coupang:deceptive_membership_price_ad","19.0","official_action","google_rss_v29_stage_dedupe_quality_guardrails"
"2026-06-11","I038","AI 데이터 공유 및 미디어·디지털 정책 협력","AI 데이터 공유","정부_국회","1","","","True","ai 데이터 공유 및 미디어 디지털 정책 협력","event:과기정통부+방미통위:ai_infrastructure_security+policy_legislation","14.0","business_change","google_rss_v29_stage_dedupe_quality_guardrails"
"2026-06-11","I058","디지털자산기본법 논의 지연","디지털 자산 법제화","정부_국회","2","","","True","디지털자산기본법 논의 지연","global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy","14.0","general","google_rss_v29_stage_dedupe_quality_guardrails"
